generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,actions
150,-21.0,0.64139354,0.024742238,0,"[[9.9999964e-01 8.7097636e-09 3.4526590e-08 7.8561507e-10 7.5004242e-10
  4.1621746e-07]
 [9.6064776e-01 5.0795074e-03 9.4041722e-03 3.2764878e-03 3.5666411e-03
  1.8025393e-02]
 [9.6064776e-01 5.0795074e-03 9.4041722e-03 3.2764878e-03 3.5666411e-03
  1.8025393e-02]
 [9.6064776e-01 5.0795074e-03 9.4041722e-03 3.2764878e-03 3.5666411e-03
  1.8025393e-02]
 [9.6064776e-01 5.0795074e-03 9.4041722e-03 3.2764878e-03 3.5666411e-03
  1.8025393e-02]]",392.91913,4.636323e-05,"[[-0.3140714]
 [-0.6757798]
 [-0.6757798]
 [-0.6757798]]"
155,-21.0,0.64621097,0.027324181,0,"[[9.9999332e-01 1.8550234e-07 9.7995212e-07 2.4088079e-08 3.0374487e-08
  5.4630614e-06]
 [9.3727064e-01 8.1368908e-03 1.5853638e-02 5.5217496e-03 6.3165450e-03
  2.6900504e-02]
 [9.3727064e-01 8.1368908e-03 1.5853638e-02 5.5217496e-03 6.3165450e-03
  2.6900504e-02]
 [9.3727064e-01 8.1368908e-03 1.5853638e-02 5.5217496e-03 6.3165450e-03
  2.6900504e-02]
 [9.3727064e-01 8.1368908e-03 1.5853638e-02 5.5217496e-03 6.3165450e-03
  2.6900504e-02]]",418.89954,4.624744e-05,"[[-0.18096168]
 [-0.63714284]
 [-0.63714284]
 [-0.63714284]]"
160,-21.0,0.66002196,0.017661095,0,"[[9.9998546e-01 7.3849424e-07 1.3857428e-06 5.9213303e-08 7.6106978e-08
  1.2331524e-05]
 [9.4165540e-01 8.2872976e-03 1.3365788e-02 4.9143923e-03 5.6446027e-03
  2.6132595e-02]
 [9.4165540e-01 8.2872976e-03 1.3365788e-02 4.9143923e-03 5.6446027e-03
  2.6132595e-02]
 [9.4165540e-01 8.2872976e-03 1.3365788e-02 4.9143923e-03 5.6446027e-03
  2.6132595e-02]
 [9.4165540e-01 8.2872976e-03 1.3365788e-02 4.9143923e-03 5.6446027e-03
  2.6132595e-02]]",429.35645,4.613194e-05,"[[ 0.05822394]
 [-0.62947065]
 [-0.62947065]
 [-0.62947065]]"
165,-21.0,0.61013675,0.035943177,0,"[[9.9998224e-01 9.9537021e-07 1.2603786e-06 8.8216673e-08 8.6030425e-08
  1.5465450e-05]
 [9.4530028e-01 7.8270528e-03 1.1992287e-02 4.6321792e-03 4.9806931e-03
  2.5267467e-02]
 [9.4530028e-01 7.8270528e-03 1.1992287e-02 4.6321792e-03 4.9806931e-03
  2.5267467e-02]
 [9.4530028e-01 7.8270528e-03 1.1992287e-02 4.6321792e-03 4.9806931e-03
  2.5267467e-02]
 [9.4530028e-01 7.8270528e-03 1.1992287e-02 4.6321792e-03 4.9806931e-03
  2.5267467e-02]]",427.5423,4.6016732e-05,"[[ 0.6520515]
 [-0.598748 ]
 [-0.598748 ]
 [-0.598748 ]]"
170,-21.0,0.54926205,0.028913364,0,"[[9.9996829e-01 1.7255521e-06 2.4228891e-06 2.0256964e-07 2.3414847e-07
  2.7171416e-05]
 [9.3715149e-01 8.7037375e-03 1.3803554e-02 5.4368800e-03 6.1124549e-03
  2.8791768e-02]
 [9.3715149e-01 8.7037375e-03 1.3803554e-02 5.4368800e-03 6.1124549e-03
  2.8791768e-02]
 [9.3715149e-01 8.7037375e-03 1.3803554e-02 5.4368800e-03 6.1124549e-03
  2.8791768e-02]
 [9.3715149e-01 8.7037375e-03 1.3803554e-02 5.4368800e-03 6.1124549e-03
  2.8791768e-02]]",425.90613,4.590181e-05,"[[-0.23506498]
 [-0.6429257 ]
 [-0.6429257 ]
 [-0.6429257 ]]"
175,-21.0,0.41292283,0.03261026,0,"[[9.99997258e-01 8.80057414e-08 1.56648881e-07 6.34321484e-09
  7.20575910e-09 2.45980596e-06]
 [9.38160062e-01 8.47158581e-03 1.39473025e-02 5.30874915e-03
  5.89993503e-03 2.82123275e-02]
 [9.38160062e-01 8.47158581e-03 1.39473025e-02 5.30874915e-03
  5.89993503e-03 2.82123275e-02]
 [9.38160062e-01 8.47158581e-03 1.39473025e-02 5.30874915e-03
  5.89993503e-03 2.82123275e-02]
 [9.38160062e-01 8.47158581e-03 1.39473025e-02 5.30874915e-03
  5.89993503e-03 2.82123275e-02]]",386.9946,4.5787172e-05,"[[-0.11789364]
 [-0.6528219 ]
 [-0.6528219 ]
 [-0.6528219 ]]"
180,-21.0,0.6226242,0.038766224,0,"[[1.0000000e+00 3.9287098e-11 5.7637534e-11 8.0549711e-13 6.2850268e-13
  2.6168678e-09]
 [9.6045309e-01 5.4729716e-03 8.7909969e-03 3.2620074e-03 3.4438765e-03
  1.8577091e-02]
 [9.6045309e-01 5.4729716e-03 8.7909969e-03 3.2620074e-03 3.4438765e-03
  1.8577091e-02]
 [9.6045309e-01 5.4729716e-03 8.7909969e-03 3.2620074e-03 3.4438765e-03
  1.8577091e-02]
 [9.6045309e-01 5.4729716e-03 8.7909969e-03 3.2620074e-03 3.4438765e-03
  1.8577091e-02]]",438.70505,4.567282e-05,"[[ 0.12351586]
 [-0.6322856 ]
 [-0.6322856 ]
 [-0.6322856 ]]"
185,-21.0,0.55067456,0.026309863,0,"[[1.0000000e+00 9.5693276e-17 2.9714493e-16 2.6548111e-19 2.2916568e-19
  2.9599695e-14]
 [9.7965872e-01 2.6496584e-03 4.7771437e-03 1.4818808e-03 1.6124275e-03
  9.8202238e-03]
 [9.7965872e-01 2.6496584e-03 4.7771437e-03 1.4818808e-03 1.6124275e-03
  9.8202238e-03]
 [9.7965872e-01 2.6496584e-03 4.7771437e-03 1.4818808e-03 1.6124275e-03
  9.8202238e-03]
 [9.7965872e-01 2.6496584e-03 4.7771437e-03 1.4818808e-03 1.6124275e-03
  9.8202238e-03]]",451.0353,4.555876e-05,"[[-0.37466645]
 [-0.6973017 ]
 [-0.6973017 ]
 [-0.6973017 ]]"
190,-21.0,0.4530741,0.041916627,0,"[[1.0000000e+00 1.5396245e-13 3.8175114e-13 2.4454237e-15 1.3267521e-15
  3.1028128e-11]
 [9.4331640e-01 7.6275789e-03 1.3093053e-02 5.2090874e-03 5.3539332e-03
  2.5399912e-02]
 [9.4331640e-01 7.6275789e-03 1.3093053e-02 5.2090874e-03 5.3539332e-03
  2.5399912e-02]
 [9.4331640e-01 7.6275789e-03 1.3093053e-02 5.2090874e-03 5.3539332e-03
  2.5399912e-02]
 [9.4331640e-01 7.6275789e-03 1.3093053e-02 5.2090874e-03 5.3539332e-03
  2.5399912e-02]]",409.54715,4.5444976e-05,"[[-0.13521944]
 [-0.61393625]
 [-0.61393625]
 [-0.61393625]]"
195,-21.0,0.51374346,0.02636215,0,"[[1.0000000e+00 4.2310232e-15 2.1174048e-14 3.5844141e-17 1.6447244e-17
  1.1956405e-12]
 [9.5014954e-01 6.5724892e-03 1.2029952e-02 4.4737458e-03 4.4911425e-03
  2.2283023e-02]
 [9.5014954e-01 6.5724892e-03 1.2029952e-02 4.4737458e-03 4.4911425e-03
  2.2283023e-02]
 [9.5014954e-01 6.5724892e-03 1.2029952e-02 4.4737458e-03 4.4911425e-03
  2.2283023e-02]
 [9.5014954e-01 6.5724892e-03 1.2029952e-02 4.4737458e-03 4.4911425e-03
  2.2283023e-02]]",428.24805,4.5331482e-05,"[[-0.02128595]
 [-0.62684894]
 [-0.62684894]
 [-0.62684894]]"
200,-21.0,0.69075036,0.012676536,0,"[[9.99999762e-01 1.64530256e-08 3.24643779e-08 1.08258780e-09
  4.58505789e-10 2.69925096e-07]
 [9.35190797e-01 9.26738605e-03 1.55943995e-02 6.37173513e-03
  6.08684123e-03 2.74888612e-02]
 [9.43472981e-01 8.06004554e-03 1.35891512e-02 5.39903622e-03
  5.10657625e-03 2.43722461e-02]
 [9.48939502e-01 7.26704020e-03 1.22510269e-02 4.77585802e-03
  4.48222458e-03 2.22843997e-02]
 [9.49728608e-01 7.15217972e-03 1.20527856e-02 4.68626153e-03
  4.39405581e-03 2.19860822e-02]]",450.14938,4.521827e-05,"[[-0.18109195]
 [-0.65587026]
 [-0.64965075]
 [-0.6434404 ]]"
205,-21.0,0.6111728,0.015368075,0,"[[9.9999893e-01 1.1670699e-07 9.3338258e-08 8.3282057e-09 2.2670330e-09
  8.1115849e-07]
 [9.6542490e-01 5.3600301e-03 7.7894689e-03 3.2597869e-03 2.7545323e-03
  1.5411351e-02]
 [9.6542490e-01 5.3600301e-03 7.7894689e-03 3.2597869e-03 2.7545323e-03
  1.5411351e-02]
 [9.6542490e-01 5.3600301e-03 7.7894689e-03 3.2597869e-03 2.7545323e-03
  1.5411351e-02]
 [9.6542490e-01 5.3600301e-03 7.7894689e-03 3.2597869e-03 2.7545323e-03
  1.5411351e-02]]",398.5998,4.5105342e-05,"[[-0.448078  ]
 [-0.72879773]
 [-0.72879773]
 [-0.72879773]]"
210,-21.0,0.7102726,0.012352411,0,"[[9.9998987e-01 1.3566438e-06 1.2001559e-06 2.7062634e-07 6.2380558e-08
  7.3458464e-06]
 [9.2263943e-01 1.2281977e-02 1.7531157e-02 9.0737110e-03 7.6321168e-03
  3.0841600e-02]
 [9.2263943e-01 1.2281977e-02 1.7531157e-02 9.0737110e-03 7.6321168e-03
  3.0841600e-02]
 [9.2263943e-01 1.2281977e-02 1.7531157e-02 9.0737110e-03 7.6321168e-03
  3.0841600e-02]
 [9.3324155e-01 1.0640221e-02 1.5039450e-02 7.6848175e-03 6.3192607e-03
  2.7074693e-02]]",437.80295,4.4992696e-05,"[[-0.46300483]
 [-0.6685226 ]
 [-0.6685226 ]
 [-0.6685226 ]]"
215,-21.0,0.636982,0.010787842,0,"[[9.9999440e-01 1.0320178e-06 5.3327977e-07 2.0635791e-07 2.7357371e-08
  3.7748782e-06]
 [9.0413034e-01 1.5807880e-02 2.1638129e-02 1.2320628e-02 9.9721486e-03
  3.6130816e-02]
 [9.1902363e-01 1.3487236e-02 1.8110130e-02 1.0250973e-02 8.0264146e-03
  3.1101558e-02]
 [9.2791110e-01 1.2092367e-02 1.6000932e-02 9.0334481e-03 6.9147036e-03
  2.8047359e-02]
 [9.2888427e-01 1.1937391e-02 1.5762903e-02 8.8989586e-03 6.7953952e-03
  2.7721139e-02]]",434.52335,4.488033e-05,"[[ 0.0248803 ]
 [-0.65483594]
 [-0.6388686 ]
 [-0.6126644 ]]"
220,-21.0,0.55215144,0.046472773,0,"[[9.9996865e-01 5.6087074e-06 3.9992174e-06 1.8394883e-06 2.9442396e-07
  1.9649089e-05]
 [9.3835193e-01 9.6699279e-03 1.3841357e-02 8.0255056e-03 6.0984734e-03
  2.4012901e-02]
 [9.3835193e-01 9.6699279e-03 1.3841357e-02 8.0255056e-03 6.0984734e-03
  2.4012901e-02]
 [9.3835193e-01 9.6699279e-03 1.3841357e-02 8.0255056e-03 6.0984734e-03
  2.4012901e-02]
 [9.3835193e-01 9.6699279e-03 1.3841357e-02 8.0255056e-03 6.0984734e-03
  2.4012901e-02]]",432.21143,4.4768247e-05,"[[-0.23501648]
 [-0.72564596]
 [-0.72564596]
 [-0.72564596]]"
225,-21.0,0.61222774,0.016082486,0,"[[9.9996924e-01 6.2068975e-06 4.0618033e-06 1.8258185e-06 3.3374621e-07
  1.8332330e-05]
 [9.3385935e-01 1.0341909e-02 1.4500156e-02 8.9129871e-03 6.6707330e-03
  2.5714895e-02]
 [9.3385935e-01 1.0341909e-02 1.4500156e-02 8.9129871e-03 6.6707330e-03
  2.5714895e-02]
 [9.3385935e-01 1.0341909e-02 1.4500156e-02 8.9129871e-03 6.6707330e-03
  2.5714895e-02]
 [9.3385935e-01 1.0341909e-02 1.4500156e-02 8.9129871e-03 6.6707330e-03
  2.5714895e-02]]",405.1218,4.465644e-05,"[[-0.002292 ]
 [-0.6683562]
 [-0.6683562]
 [-0.6683562]]"
230,-21.0,0.6944727,0.019304803,0,"[[1.0000000e+00 3.2368412e-09 1.1519584e-09 2.9217653e-10 2.4355882e-11
  8.6002707e-09]
 [9.6335596e-01 5.6732348e-03 8.0585908e-03 4.7245719e-03 3.6347033e-03
  1.4552907e-02]
 [9.6335596e-01 5.6732348e-03 8.0585908e-03 4.7245719e-03 3.6347033e-03
  1.4552907e-02]
 [9.6335596e-01 5.6732348e-03 8.0585908e-03 4.7245719e-03 3.6347033e-03
  1.4552907e-02]
 [9.6335596e-01 5.6732348e-03 8.0585908e-03 4.7245719e-03 3.6347033e-03
  1.4552907e-02]]",440.18835,4.4544915e-05,"[[ 0.08196643]
 [-0.69417   ]
 [-0.69417   ]
 [-0.69417   ]]"
235,-21.0,0.6913404,0.026810389,0,"[[1.0000000e+00 9.1053964e-09 5.8463128e-09 8.6671564e-10 1.0966448e-10
  1.7598005e-08]
 [9.6118218e-01 5.9694159e-03 9.1664223e-03 5.0832061e-03 4.1457503e-03
  1.4453058e-02]
 [9.6118218e-01 5.9694159e-03 9.1664223e-03 5.0832061e-03 4.1457503e-03
  1.4453058e-02]
 [9.6118218e-01 5.9694159e-03 9.1664223e-03 5.0832061e-03 4.1457503e-03
  1.4453058e-02]
 [9.6118218e-01 5.9694159e-03 9.1664223e-03 5.0832061e-03 4.1457503e-03
  1.4453058e-02]]",429.9703,4.443367e-05,"[[-0.37383988]
 [-0.69503427]
 [-0.69503427]
 [-0.69503427]]"
240,-21.0,0.5684017,0.010762324,0,"[[1.0000000e+00 1.5255366e-11 8.9166062e-12 7.5899714e-13 9.4186838e-14
  5.3366027e-11]
 [9.7549260e-01 3.5734714e-03 5.7547200e-03 3.0846731e-03 2.6292233e-03
  9.4653443e-03]
 [9.7549260e-01 3.5734714e-03 5.7547200e-03 3.0846731e-03 2.6292233e-03
  9.4653443e-03]
 [9.7549260e-01 3.5734714e-03 5.7547200e-03 3.0846731e-03 2.6292233e-03
  9.4653443e-03]
 [9.7549260e-01 3.5734714e-03 5.7547200e-03 3.0846731e-03 2.6292233e-03
  9.4653443e-03]]",452.27237,4.43227e-05,"[[-0.51425153]
 [-0.696408  ]
 [-0.696408  ]
 [-0.696408  ]]"
245,-21.0,0.81141675,0.019854583,0,"[[1.0000000e+00 6.3469161e-15 1.1502424e-15 2.7518008e-17 2.5870789e-18
  2.6002283e-14]
 [9.8574674e-01 2.1176175e-03 3.2245985e-03 1.5903403e-03 1.3701519e-03
  5.9505501e-03]
 [9.8574674e-01 2.1176175e-03 3.2245985e-03 1.5903403e-03 1.3701519e-03
  5.9505501e-03]
 [9.8574674e-01 2.1176175e-03 3.2245985e-03 1.5903403e-03 1.3701519e-03
  5.9505501e-03]
 [9.8574674e-01 2.1176175e-03 3.2245985e-03 1.5903403e-03 1.3701519e-03
  5.9505501e-03]]",424.0638,4.4212007e-05,"[[-0.3795898]
 [-0.6977776]
 [-0.6977776]
 [-0.6977776]]"
250,-21.0,0.6913105,0.010258434,0,"[[1.0000000e+00 4.6171071e-18 6.4350831e-19 5.0691518e-21 2.4229440e-22
  1.1779048e-17]
 [9.8759902e-01 1.8597032e-03 2.8871188e-03 1.3644001e-03 1.1615382e-03
  5.1282863e-03]
 [9.8759902e-01 1.8597032e-03 2.8871188e-03 1.3644001e-03 1.1615382e-03
  5.1282863e-03]
 [9.8759902e-01 1.8597032e-03 2.8871188e-03 1.3644001e-03 1.1615382e-03
  5.1282863e-03]
 [9.8759902e-01 1.8597032e-03 2.8871188e-03 1.3644001e-03 1.1615382e-03
  5.1282863e-03]]",469.10782,4.410159e-05,"[[-0.24141212]
 [-0.66662997]
 [-0.66662997]
 [-0.66662997]]"
255,-21.0,0.5712644,0.023113025,0,"[[1.0000000e+00 2.8264500e-13 1.9534792e-13 2.4373955e-15 1.8445009e-16
  6.4188970e-13]
 [9.7690374e-01 3.4303388e-03 5.7768840e-03 2.6976825e-03 2.2902153e-03
  8.9011062e-03]
 [9.7690374e-01 3.4303388e-03 5.7768840e-03 2.6976825e-03 2.2902153e-03
  8.9011062e-03]
 [9.7690374e-01 3.4303388e-03 5.7768840e-03 2.6976825e-03 2.2902153e-03
  8.9011062e-03]
 [9.8151368e-01 2.7839348e-03 4.6436368e-03 2.0991068e-03 1.7413497e-03
  7.2181760e-03]]",461.18524,4.399145e-05,"[[-0.58928025]
 [-0.6511724 ]
 [-0.6511724 ]
 [-0.6511724 ]]"
260,-21.0,0.7070369,0.0037511694,0,"[[1.0000000e+00 2.5240195e-17 6.8290844e-18 7.7236426e-20 1.2954999e-21
  8.8613636e-17]
 [9.8265129e-01 2.5910295e-03 4.1317674e-03 2.0982595e-03 1.6407208e-03
  6.8868869e-03]
 [9.8265129e-01 2.5910295e-03 4.1317674e-03 2.0982595e-03 1.6407208e-03
  6.8868869e-03]
 [9.8265129e-01 2.5910295e-03 4.1317674e-03 2.0982595e-03 1.6407208e-03
  6.8868869e-03]
 [9.8265129e-01 2.5910295e-03 4.1317674e-03 2.0982595e-03 1.6407208e-03
  6.8868869e-03]]",452.2013,4.3881584e-05,"[[-0.5474982]
 [-0.6908354]
 [-0.6908354]
 [-0.6908354]]"
265,-21.0,0.57667,0.018986564,0,"[[1.0000000e+00 3.3341619e-12 5.7327780e-12 1.4111504e-13 4.9878175e-15
  1.7450043e-11]
 [9.7902906e-01 2.8776552e-03 5.3602001e-03 2.6106217e-03 1.9120302e-03
  8.2104569e-03]
 [9.7902906e-01 2.8776552e-03 5.3602001e-03 2.6106217e-03 1.9120302e-03
  8.2104569e-03]
 [9.7902906e-01 2.8776552e-03 5.3602001e-03 2.6106217e-03 1.9120302e-03
  8.2104569e-03]
 [9.7902906e-01 2.8776552e-03 5.3602001e-03 2.6106217e-03 1.9120302e-03
  8.2104569e-03]]",447.85336,4.3771997e-05,"[[-0.6750442]
 [-0.7022127]
 [-0.7022127]
 [-0.7022127]]"
270,-21.0,0.5480617,0.02259781,0,"[[1.0000000e+00 6.0723135e-11 3.8049900e-11 5.1455762e-12 7.0804724e-14
  5.7038912e-10]
 [9.5579112e-01 6.1221663e-03 1.0043330e-02 6.0986932e-03 4.1320445e-03
  1.7812699e-02]
 [9.5579112e-01 6.1221663e-03 1.0043330e-02 6.0986932e-03 4.1320445e-03
  1.7812699e-02]
 [9.5579112e-01 6.1221663e-03 1.0043330e-02 6.0986932e-03 4.1320445e-03
  1.7812699e-02]
 [9.5579112e-01 6.1221663e-03 1.0043330e-02 6.0986932e-03 4.1320445e-03
  1.7812699e-02]]",430.22653,4.366268e-05,"[[ 0.292978 ]
 [-0.6532545]
 [-0.6532545]
 [-0.6532545]]"
275,-21.0,0.6409727,0.026326906,0,"[[9.99999881e-01 1.67106915e-08 1.04381925e-08 3.28347682e-09
  1.13499633e-10 1.35571497e-07]
 [9.58004594e-01 5.80247864e-03 8.94379057e-03 5.74566238e-03
  3.61383031e-03 1.78897139e-02]
 [9.58004594e-01 5.80247864e-03 8.94379057e-03 5.74566238e-03
  3.61383031e-03 1.78897139e-02]
 [9.58004594e-01 5.80247864e-03 8.94379057e-03 5.74566238e-03
  3.61383031e-03 1.78897139e-02]
 [9.58004594e-01 5.80247864e-03 8.94379057e-03 5.74566238e-03
  3.61383031e-03 1.78897139e-02]]",440.82416,4.355364e-05,"[[-0.41954857]
 [-0.67603356]
 [-0.67603356]
 [-0.67603356]]"
280,-21.0,0.6560838,0.017635828,0,"[[1.0000000e+00 5.7897343e-11 1.4469188e-11 1.4396266e-11 8.0646671e-14
  7.1993178e-10]
 [9.5167547e-01 6.7833290e-03 9.6483845e-03 7.2674272e-03 4.2235474e-03
  2.0401871e-02]
 [9.5167547e-01 6.7833290e-03 9.6483845e-03 7.2674272e-03 4.2235474e-03
  2.0401871e-02]
 [9.5167547e-01 6.7833290e-03 9.6483845e-03 7.2674272e-03 4.2235474e-03
  2.0401871e-02]
 [9.5167547e-01 6.7833290e-03 9.6483845e-03 7.2674272e-03 4.2235474e-03
  2.0401871e-02]]",445.07397,4.3444867e-05,"[[-0.3289529]
 [-0.6188553]
 [-0.6188553]
 [-0.6188553]]"
285,-21.0,0.5717903,0.031146254,0,"[[1.0000000e+00 2.2737357e-12 2.0043641e-13 3.7749651e-13 4.8655484e-16
  5.1180546e-11]
 [9.4560385e-01 7.4241157e-03 9.8801786e-03 8.0988910e-03 4.4149049e-03
  2.4578052e-02]
 [9.4560385e-01 7.4241157e-03 9.8801786e-03 8.0988910e-03 4.4149049e-03
  2.4578052e-02]
 [9.4560385e-01 7.4241157e-03 9.8801786e-03 8.0988910e-03 4.4149049e-03
  2.4578052e-02]
 [9.4560385e-01 7.4241157e-03 9.8801786e-03 8.0988910e-03 4.4149049e-03
  2.4578052e-02]]",415.85345,4.3336368e-05,"[[ 0.14388083]
 [-0.6327758 ]
 [-0.6327758 ]
 [-0.6327758 ]]"
290,-21.0,0.69348437,0.0251969,0,"[[9.9999976e-01 1.9831454e-08 2.7649274e-09 6.5260632e-09 5.5104685e-11
  2.5843460e-07]
 [9.1586608e-01 1.1409154e-02 1.4335350e-02 1.2656356e-02 7.0753880e-03
  3.8657580e-02]
 [9.1586608e-01 1.1409154e-02 1.4335350e-02 1.2656356e-02 7.0753880e-03
  3.8657580e-02]
 [9.1586608e-01 1.1409154e-02 1.4335350e-02 1.2656356e-02 7.0753880e-03
  3.8657580e-02]
 [9.1586608e-01 1.1409154e-02 1.4335350e-02 1.2656356e-02 7.0753880e-03
  3.8657580e-02]]",419.43307,4.3228138e-05,"[[-0.48055106]
 [-0.6304944 ]
 [-0.6304944 ]
 [-0.6304944 ]]"
295,-21.0,0.55805004,0.029439276,0,"[[1.00000000e+00 3.16416129e-11 2.51063970e-12 1.98857458e-11
  2.18697702e-15 3.68093916e-10]
 [9.10654724e-01 1.20068938e-02 1.61105040e-02 1.51726501e-02
  7.08580390e-03 3.89694050e-02]
 [9.23144877e-01 1.04007423e-02 1.36046717e-02 1.30575951e-02
  5.70108229e-03 3.40910368e-02]
 [9.22841370e-01 1.04287295e-02 1.36655960e-02 1.31052537e-02
  5.73609117e-03 3.42229344e-02]
 [9.18232560e-01 1.10163577e-02 1.45792291e-02 1.38822943e-02
  6.23587519e-03 3.60537730e-02]]",399.11426,4.3120177e-05,"[[-0.08640683]
 [-0.64615065]
 [-0.65049434]
 [-0.6454404 ]]"
300,-21.0,0.5669895,0.03660091,0,"[[1.0000000e+00 7.6517297e-14 1.9797762e-14 2.2767797e-14 3.2074131e-18
  4.0217131e-12]
 [9.4191980e-01 7.0553832e-03 1.0578136e-02 8.2042012e-03 4.1840449e-03
  2.8058400e-02]
 [9.4191980e-01 7.0553832e-03 1.0578136e-02 8.2042012e-03 4.1840449e-03
  2.8058400e-02]
 [9.4191980e-01 7.0553832e-03 1.0578136e-02 8.2042012e-03 4.1840449e-03
  2.8058400e-02]
 [9.4191980e-01 7.0553832e-03 1.0578136e-02 8.2042012e-03 4.1840449e-03
  2.8058400e-02]]",437.8559,4.3012486e-05,"[[-0.73993796]
 [-0.65372694]
 [-0.65372694]
 [-0.65372694]]"
305,-21.0,0.6169321,0.012073042,0,"[[1.0000000e+00 1.3622714e-17 6.0852079e-18 2.2799485e-17 2.3501275e-22
  2.5603784e-15]
 [9.5797348e-01 5.0587873e-03 7.4577597e-03 6.2164920e-03 2.9104634e-03
  2.0383025e-02]
 [9.5797348e-01 5.0587873e-03 7.4577597e-03 6.2164920e-03 2.9104634e-03
  2.0383025e-02]
 [9.5797348e-01 5.0587873e-03 7.4577597e-03 6.2164920e-03 2.9104634e-03
  2.0383025e-02]
 [9.5797348e-01 5.0587873e-03 7.4577597e-03 6.2164920e-03 2.9104634e-03
  2.0383025e-02]]",429.59503,4.2905063e-05,"[[-0.29256964]
 [-0.61800253]
 [-0.61800253]
 [-0.61800253]]"
310,-21.0,0.6666243,0.012724584,0,"[[1.0000000e+00 7.7615899e-14 6.9000890e-14 2.9858047e-13 1.9599504e-17
  6.3361122e-12]
 [9.4726175e-01 6.3438946e-03 9.4996300e-03 8.0926279e-03 3.8356725e-03
  2.4966441e-02]
 [9.4726175e-01 6.3438946e-03 9.4996300e-03 8.0926279e-03 3.8356725e-03
  2.4966441e-02]
 [9.4726175e-01 6.3438946e-03 9.4996300e-03 8.0926279e-03 3.8356725e-03
  2.4966441e-02]
 [9.4726175e-01 6.3438946e-03 9.4996300e-03 8.0926279e-03 3.8356725e-03
  2.4966441e-02]]",379.15134,4.2797914e-05,"[[-0.5270093]
 [-0.6243334]
 [-0.6243334]
 [-0.6243334]]"
315,-21.0,0.74388623,0.013437949,0,"[[1.0000000e+00 4.6258079e-14 3.0613353e-14 3.7750299e-13 1.1198987e-17
  2.3294990e-12]
 [9.6492028e-01 4.1099703e-03 6.1817472e-03 5.6569553e-03 2.4232019e-03
  1.6707836e-02]
 [9.6492028e-01 4.1099703e-03 6.1817472e-03 5.6569553e-03 2.4232019e-03
  1.6707836e-02]
 [9.6492028e-01 4.1099703e-03 6.1817472e-03 5.6569553e-03 2.4232019e-03
  1.6707836e-02]
 [9.6492028e-01 4.1099703e-03 6.1817472e-03 5.6569553e-03 2.4232019e-03
  1.6707836e-02]]",432.24377,4.2691026e-05,"[[-0.37650192]
 [-0.6621186 ]
 [-0.6621186 ]
 [-0.6621186 ]]"
320,-21.0,0.55546504,0.038525008,0,"[[1.0000000e+00 5.2130602e-11 2.5547101e-11 1.8522169e-10 1.1809733e-13
  6.5176806e-09]
 [9.2388046e-01 8.9234309e-03 1.2207101e-02 1.1790184e-02 6.0206773e-03
  3.7178192e-02]
 [9.2388046e-01 8.9234309e-03 1.2207101e-02 1.1790184e-02 6.0206773e-03
  3.7178192e-02]
 [9.2388046e-01 8.9234309e-03 1.2207101e-02 1.1790184e-02 6.0206773e-03
  3.7178192e-02]
 [9.2388046e-01 8.9234309e-03 1.2207101e-02 1.1790184e-02 6.0206773e-03
  3.7178192e-02]]",416.5988,4.2584412e-05,"[[-0.22869158]
 [-0.57566017]
 [-0.57566017]
 [-0.57566017]]"
325,-21.0,0.5612026,0.018533075,0,"[[1.0000000e+00 8.0811238e-15 2.3524421e-14 4.3117765e-14 5.7399047e-18
  3.3994377e-11]
 [9.2515755e-01 7.8868540e-03 1.2116397e-02 1.0664788e-02 5.5941399e-03
  3.8580276e-02]
 [9.2515755e-01 7.8868540e-03 1.2116397e-02 1.0664788e-02 5.5941399e-03
  3.8580276e-02]
 [9.2515755e-01 7.8868540e-03 1.2116397e-02 1.0664788e-02 5.5941399e-03
  3.8580276e-02]
 [9.2515755e-01 7.8868540e-03 1.2116397e-02 1.0664788e-02 5.5941399e-03
  3.8580276e-02]]",427.56927,4.2478063e-05,"[[-0.11643779]
 [-0.61135656]
 [-0.61135656]
 [-0.61135656]]"
330,-21.0,0.6415414,0.012462333,0,"[[1.00000000e+00 1.14791275e-11 2.95848936e-11 1.11969767e-10
  1.62370609e-14 2.75969789e-08]
 [9.07203615e-01 9.45223216e-03 1.42042125e-02 1.35340746e-02
  6.43784180e-03 4.91679534e-02]
 [9.07203615e-01 9.45223216e-03 1.42042125e-02 1.35340746e-02
  6.43784180e-03 4.91679534e-02]
 [9.07203615e-01 9.45223216e-03 1.42042125e-02 1.35340746e-02
  6.43784180e-03 4.91679534e-02]
 [9.07203615e-01 9.45223216e-03 1.42042125e-02 1.35340746e-02
  6.43784180e-03 4.91679534e-02]]",392.3866,4.2371976e-05,"[[-0.04548888]
 [-0.60005885]
 [-0.60005885]
 [-0.60005885]]"
