generation,reward,actor_loss,critic_loss,entropy_loss,diversity,loss,learning_rate,actions
530,-21.0,0.65848327,0.005849736,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9596113  0.00143452 0.00231931 0.00307327 0.00119178 0.03236989]
 [0.9596113  0.00143452 0.00231931 0.00307327 0.00119178 0.03236989]
 [0.9596113  0.00143452 0.00231931 0.00307327 0.00119178 0.03236989]
 [0.9596113  0.00143452 0.00231931 0.00307327 0.00119178 0.03236989]]",426.66098,3.833892e-05,"[[-0.00385734]
 [-0.34090474]
 [-0.34090474]
 [-0.34090474]]"
535,-21.0,0.6546746,0.002844196,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.95407563 0.00147342 0.0024321  0.00300005 0.00124168 0.03777706]
 [0.95407563 0.00147342 0.0024321  0.00300005 0.00124168 0.03777706]
 [0.95407563 0.00147342 0.0024321  0.00300005 0.00124168 0.03777706]
 [0.95407563 0.00147342 0.0024321  0.00300005 0.00124168 0.03777706]]",425.9102,3.8243175e-05,"[[-0.40082967]
 [-0.3728701 ]
 [-0.3728701 ]
 [-0.3728701 ]]"
540,-21.0,0.6729593,0.0010076333,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.2226207e-01 2.5476543e-03 4.0622200e-03 4.8535923e-03 2.1643559e-03
  6.4110085e-02]
 [9.2226207e-01 2.5476543e-03 4.0622200e-03 4.8535923e-03 2.1643559e-03
  6.4110085e-02]
 [9.6688408e-01 6.8406929e-04 1.1242293e-03 1.5950246e-03 4.7029500e-04
  2.9242331e-02]
 [9.8985189e-01 1.2282339e-04 2.0511202e-04 3.5719096e-04 6.2166393e-05
  9.4008613e-03]]",419.46332,3.8147664e-05,"[[-0.1190421 ]
 [-0.36335948]
 [-0.36335948]
 [-0.33650267]]"
545,-21.0,0.61559564,0.0032786957,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.92910904 0.0021143  0.0033002  0.00411986 0.00176154 0.05959508]
 [0.92910904 0.0021143  0.0033002  0.00411986 0.00176154 0.05959508]
 [0.92910904 0.0021143  0.0033002  0.00411986 0.00176154 0.05959508]
 [0.92910904 0.0021143  0.0033002  0.00411986 0.00176154 0.05959508]]",410.61298,3.8052396e-05,"[[-0.22977749]
 [-0.3549449 ]
 [-0.3549449 ]
 [-0.3549449 ]]"
550,-21.0,0.65823835,0.004328717,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.94876844 0.00146651 0.00225927 0.00292395 0.00121094 0.04337095]
 [0.94876844 0.00146651 0.00225927 0.00292395 0.00121094 0.04337095]
 [0.94876844 0.00146651 0.00225927 0.00292395 0.00121094 0.04337095]
 [0.94876844 0.00146651 0.00225927 0.00292395 0.00121094 0.04337095]]",428.65887,3.7957365e-05,"[[ 0.5055217]
 [-0.3423396]
 [-0.3423396]
 [-0.3423396]]"
555,-21.0,0.66146606,0.004664099,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.6285892e-01 1.0260338e-03 1.6282471e-03 2.1310688e-03 8.4898772e-04
  3.1506665e-02]
 [9.6285892e-01 1.0260338e-03 1.6282471e-03 2.1310688e-03 8.4898772e-04
  3.1506665e-02]
 [9.6285892e-01 1.0260338e-03 1.6282471e-03 2.1310688e-03 8.4898772e-04
  3.1506665e-02]
 [9.6285892e-01 1.0260338e-03 1.6282471e-03 2.1310688e-03 8.4898772e-04
  3.1506665e-02]]",420.6991,3.7862566e-05,"[[ 0.2449985 ]
 [-0.29489294]
 [-0.29489294]
 [-0.29489294]]"
560,-21.0,0.6724105,0.009183274,0,"[[1.         0.         0.         0.         0.         0.        ]
 [0.9565017  0.00135537 0.00211836 0.00278838 0.00112206 0.03611407]
 [0.9565017  0.00135537 0.00211836 0.00278838 0.00112206 0.03611407]
 [0.9565017  0.00135537 0.00211836 0.00278838 0.00112206 0.03611407]
 [0.9565017  0.00135537 0.00211836 0.00278838 0.00112206 0.03611407]]",419.76086,3.7768004e-05,"[[ 0.0990459 ]
 [-0.25256294]
 [-0.25256294]
 [-0.25256294]]"
565,-21.0,0.66402435,0.0012109341,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.3539858e-34]
 [9.4577640e-01 1.6361517e-03 2.4689313e-03 3.5034113e-03 1.3459957e-03
  4.5269132e-02]
 [9.4577640e-01 1.6361517e-03 2.4689313e-03 3.5034113e-03 1.3459957e-03
  4.5269132e-02]
 [9.4577640e-01 1.6361517e-03 2.4689313e-03 3.5034113e-03 1.3459957e-03
  4.5269132e-02]
 [9.4577640e-01 1.6361517e-03 2.4689313e-03 3.5034113e-03 1.3459957e-03
  4.5269132e-02]]",417.12085,3.7673683e-05,"[[-0.08548842]
 [-0.25143832]
 [-0.25143832]
 [-0.25143832]]"
570,-21.0,0.70275843,0.003344568,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  8.9088352e-35]
 [9.4659889e-01 1.5843064e-03 2.4303365e-03 3.1951854e-03 1.3262577e-03
  4.4865094e-02]
 [9.4659889e-01 1.5843064e-03 2.4303365e-03 3.1951854e-03 1.3262577e-03
  4.4865094e-02]
 [9.4659889e-01 1.5843064e-03 2.4303365e-03 3.1951854e-03 1.3262577e-03
  4.4865094e-02]
 [9.4659889e-01 1.5843064e-03 2.4303365e-03 3.1951854e-03 1.3262577e-03
  4.4865094e-02]]",407.4482,3.7579597e-05,"[[ 0.01899185]
 [-0.19457665]
 [-0.19457665]
 [-0.19457665]]"
575,-21.0,0.64540756,0.0035482459,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.6189284e-01 9.5443957e-04 1.5003961e-03 1.9788221e-03 8.1013708e-04
  3.2863304e-02]
 [9.6189284e-01 9.5443957e-04 1.5003961e-03 1.9788221e-03 8.1013708e-04
  3.2863304e-02]
 [9.6189284e-01 9.5443957e-04 1.5003961e-03 1.9788221e-03 8.1013708e-04
  3.2863304e-02]
 [9.6189284e-01 9.5443957e-04 1.5003961e-03 1.9788221e-03 8.1013708e-04
  3.2863304e-02]]",419.0805,3.7485745e-05,"[[-0.33069932]
 [-0.24032974]
 [-0.24032974]
 [-0.24032974]]"
580,-21.0,0.6851567,0.0013786945,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.7226983e-01 7.2499533e-04 1.1671811e-03 1.5240683e-03 6.1630365e-04
  2.3697564e-02]
 [9.7226983e-01 7.2499533e-04 1.1671811e-03 1.5240683e-03 6.1630365e-04
  2.3697564e-02]
 [9.7226983e-01 7.2499533e-04 1.1671811e-03 1.5240683e-03 6.1630365e-04
  2.3697564e-02]
 [9.7226983e-01 7.2499533e-04 1.1671811e-03 1.5240683e-03 6.1630365e-04
  2.3697564e-02]]",412.08908,3.7392125e-05,"[[ 0.06841272]
 [-0.3186795 ]
 [-0.3186795 ]
 [-0.3186795 ]]"
585,-21.0,0.64421314,0.002991815,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.6830708e-01 7.9009886e-04 1.2722943e-03 1.6946316e-03 6.6390570e-04
  2.7271979e-02]
 [9.6830708e-01 7.9009886e-04 1.2722943e-03 1.6946316e-03 6.6390570e-04
  2.7271979e-02]
 [9.6830708e-01 7.9009886e-04 1.2722943e-03 1.6946316e-03 6.6390570e-04
  2.7271979e-02]
 [9.6830708e-01 7.9009886e-04 1.2722943e-03 1.6946316e-03 6.6390570e-04
  2.7271979e-02]]",434.30655,3.7298745e-05,"[[-0.5711378 ]
 [-0.35565037]
 [-0.35565037]
 [-0.35565037]]"
590,-21.0,0.6827985,0.008002603,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  0.0000000e+00]
 [9.6263903e-01 9.5045078e-04 1.5237198e-03 1.9799899e-03 8.0748764e-04
  3.2099344e-02]
 [9.6263903e-01 9.5045078e-04 1.5237198e-03 1.9799899e-03 8.0748764e-04
  3.2099344e-02]
 [9.6263903e-01 9.5045078e-04 1.5237198e-03 1.9799899e-03 8.0748764e-04
  3.2099344e-02]
 [9.6263903e-01 9.5045078e-04 1.5237198e-03 1.9799899e-03 8.0748764e-04
  3.2099344e-02]]",426.2484,3.7205595e-05,"[[-0.2033751 ]
 [-0.32429463]
 [-0.32429463]
 [-0.32429463]]"
595,-21.0,0.65184605,0.004174788,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  1.5932202e-34]
 [9.4127828e-01 1.5824942e-03 2.4953617e-03 3.0812430e-03 1.3682337e-03
  5.0194416e-02]
 [9.4127828e-01 1.5824942e-03 2.4953617e-03 3.0812430e-03 1.3682337e-03
  5.0194416e-02]
 [9.4127828e-01 1.5824942e-03 2.4953617e-03 3.0812430e-03 1.3682337e-03
  5.0194416e-02]
 [9.4127828e-01 1.5824942e-03 2.4953617e-03 3.0812430e-03 1.3682337e-03
  5.0194416e-02]]",407.41507,3.7112677e-05,"[[ 4.4077635e-05]
 [-3.8351673e-01]
 [-3.8351673e-01]
 [-3.8351673e-01]]"
600,-21.0,0.6569445,0.0006518594,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
  8.2497043e-35]
 [9.3436462e-01 2.0044760e-03 3.1949186e-03 3.8599961e-03 1.7560285e-03
  5.4820001e-02]
 [9.3436462e-01 2.0044760e-03 3.1949186e-03 3.8599961e-03 1.7560285e-03
  5.4820001e-02]
 [9.3436462e-01 2.0044760e-03 3.1949186e-03 3.8599961e-03 1.7560285e-03
  5.4820001e-02]
 [9.3436462e-01 2.0044760e-03 3.1949186e-03 3.8599961e-03 1.7560285e-03
  5.4820001e-02]]",422.11914,3.7019992e-05,"[[ 0.07881428]
 [-0.3756853 ]
 [-0.3756853 ]
 [-0.3756853 ]]"
605,-21.0,0.56309855,0.011032032,0,"[[1.0000000e+00 3.2311237e-35 4.2011784e-35 1.8597842e-30 0.0000000e+00
  2.9293939e-21]
 [8.7400836e-01 4.0362137e-03 5.9450953e-03 7.6244534e-03 3.5168594e-03
  1.0486900e-01]
 [8.7400836e-01 4.0362137e-03 5.9450953e-03 7.6244534e-03 3.5168594e-03
  1.0486900e-01]
 [8.7400836e-01 4.0362137e-03 5.9450953e-03 7.6244534e-03 3.5168594e-03
  1.0486900e-01]
 [9.1699040e-01 2.0163064e-03 2.9931902e-03 4.2445301e-03 1.5700778e-03
  7.2185464e-02]]",405.4217,3.6927537e-05,"[[-0.23483612]
 [-0.35904613]
 [-0.35904613]
 [-0.35904613]]"
610,-21.0,0.6390047,0.0010011193,0,"[[1.0000000e+00 2.0112509e-38 0.0000000e+00 2.0227280e-33 0.0000000e+00
  6.0404405e-23]
 [8.0057830e-01 5.9061567e-03 8.5016098e-03 1.0623253e-02 5.0540008e-03
  1.6933668e-01]
 [8.0057830e-01 5.9061567e-03 8.5016098e-03 1.0623253e-02 5.0540008e-03
  1.6933668e-01]
 [8.0057830e-01 5.9061567e-03 8.5016098e-03 1.0623253e-02 5.0540008e-03
  1.6933668e-01]
 [8.0057830e-01 5.9061567e-03 8.5016098e-03 1.0623253e-02 5.0540008e-03
  1.6933668e-01]]",425.96606,3.6835314e-05,"[[-0.12705801]
 [-0.3154248 ]
 [-0.3154248 ]
 [-0.3154248 ]]"
615,-21.0,0.5824936,0.0023499841,0,"[[1.00000000e+00 0.00000000e+00 0.00000000e+00 5.17518625e-37
  0.00000000e+00 2.61662543e-26]
 [8.56335163e-01 4.18604212e-03 6.38961233e-03 7.93987978e-03
  3.66402999e-03 1.21485315e-01]
 [8.56335163e-01 4.18604212e-03 6.38961233e-03 7.93987978e-03
  3.66402999e-03 1.21485315e-01]
 [8.56335163e-01 4.18604212e-03 6.38961233e-03 7.93987978e-03
  3.66402999e-03 1.21485315e-01]
 [8.56335163e-01 4.18604212e-03 6.38961233e-03 7.93987978e-03
  3.66402999e-03 1.21485315e-01]]",402.7382,3.674332e-05,"[[-0.4553352]
 [-0.2675169]
 [-0.2675169]
 [-0.2675169]]"
620,-21.0,0.6398835,0.0036860101,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 1.5831752e-34 0.0000000e+00
  5.8297851e-25]
 [8.6265576e-01 4.1386983e-03 6.3156774e-03 7.8726914e-03 3.6837896e-03
  1.1533342e-01]
 [9.2834240e-01 1.5149895e-03 2.3446991e-03 3.3066787e-03 1.1338315e-03
  6.3357428e-02]
 [9.7300154e-01 3.7611288e-04 5.8067974e-04 9.5200405e-04 2.1497652e-04
  2.4874698e-02]
 [9.7210014e-01 4.0049676e-04 6.1506411e-04 1.0022967e-03 2.3160204e-04
  2.5650389e-02]]",415.98755,3.6651556e-05,"[[-0.17994471]
 [-0.29184255]
 [-0.26399305]
 [-0.37067184]]"
625,-21.0,0.62987244,0.005563358,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 2.0239918e-35 0.0000000e+00
  7.3310608e-27]
 [8.8157153e-01 3.4058928e-03 5.1978426e-03 6.6299615e-03 3.0376241e-03
  1.0015708e-01]
 [8.8157153e-01 3.4058928e-03 5.1978426e-03 6.6299615e-03 3.0376241e-03
  1.0015708e-01]
 [8.8157153e-01 3.4058928e-03 5.1978426e-03 6.6299615e-03 3.0376241e-03
  1.0015708e-01]
 [8.8157153e-01 3.4058928e-03 5.1978426e-03 6.6299615e-03 3.0376241e-03
  1.0015708e-01]]",418.7987,3.656002e-05,"[[ 0.02832015]
 [-0.27089196]
 [-0.27089196]
 [-0.27089196]]"
630,-21.0,0.4396446,0.016738432,0,"[[1.0000000e+00 4.6462376e-35 7.1710769e-35 1.0837602e-30 0.0000000e+00
  2.1815439e-23]
 [8.9246196e-01 3.0680895e-03 4.6796901e-03 5.9464816e-03 2.6706341e-03
  9.1173075e-02]
 [8.9246196e-01 3.0680895e-03 4.6796901e-03 5.9464816e-03 2.6706341e-03
  9.1173075e-02]
 [8.9246196e-01 3.0680895e-03 4.6796901e-03 5.9464816e-03 2.6706341e-03
  9.1173075e-02]
 [8.9246196e-01 3.0680895e-03 4.6796901e-03 5.9464816e-03 2.6706341e-03
  9.1173075e-02]]",392.52734,3.6468715e-05,"[[-0.28674003]
 [-0.23762399]
 [-0.23762399]
 [-0.23762399]]"
635,-21.0,0.56300825,0.0030674313,0,"[[1.0000000e+00 6.4344139e-36 9.6919007e-36 3.1484405e-31 0.0000000e+00
  5.7870469e-24]
 [8.7044996e-01 3.5719818e-03 5.4873484e-03 6.9919401e-03 3.1499311e-03
  1.1034881e-01]
 [8.7044996e-01 3.5719818e-03 5.4873484e-03 6.9919401e-03 3.1499311e-03
  1.1034881e-01]
 [8.7044996e-01 3.5719818e-03 5.4873484e-03 6.9919401e-03 3.1499311e-03
  1.1034881e-01]
 [8.7044996e-01 3.5719818e-03 5.4873484e-03 6.9919401e-03 3.1499311e-03
  1.1034881e-01]]",414.14072,3.637764e-05,"[[ 0.2503528 ]
 [-0.17829075]
 [-0.17829075]
 [-0.17829075]]"
640,-21.0,0.54559577,0.0071872673,0,"[[1.00000000e+00 8.97530377e-38 1.59255541e-37 1.25377676e-33
  0.00000000e+00 4.24318636e-26]
 [8.70255232e-01 3.08386050e-03 4.86937258e-03 6.02664985e-03
  2.65194499e-03 1.13113016e-01]
 [8.70255232e-01 3.08386050e-03 4.86937258e-03 6.02664985e-03
  2.65194499e-03 1.13113016e-01]
 [8.70255232e-01 3.08386050e-03 4.86937258e-03 6.02664985e-03
  2.65194499e-03 1.13113016e-01]
 [8.70255232e-01 3.08386050e-03 4.86937258e-03 6.02664985e-03
  2.65194499e-03 1.13113016e-01]]",432.53168,3.628679e-05,"[[-0.44134605]
 [-0.27966875]
 [-0.27966875]
 [-0.27966875]]"
645,-21.0,0.6204656,0.004282206,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 5.3507371e-38 0.0000000e+00
  4.1349848e-29]
 [8.7874603e-01 2.7963836e-03 4.5090006e-03 5.2934145e-03 2.3967419e-03
  1.0625841e-01]
 [8.7874603e-01 2.7963836e-03 4.5090006e-03 5.2934145e-03 2.3967419e-03
  1.0625841e-01]
 [8.7874603e-01 2.7963836e-03 4.5090006e-03 5.2934145e-03 2.3967419e-03
  1.0625841e-01]
 [8.7874603e-01 2.7963836e-03 4.5090006e-03 5.2934145e-03 2.3967419e-03
  1.0625841e-01]]",425.3193,3.619617e-05,"[[-0.47635219]
 [-0.25112522]
 [-0.25112522]
 [-0.25112522]]"
650,-21.0,0.5295232,0.01183623,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 6.5027586e-38 0.0000000e+00
  7.6359872e-28]
 [8.9052677e-01 2.1835912e-03 3.5158794e-03 4.1936464e-03 1.8275123e-03
  9.7752675e-02]
 [8.9052677e-01 2.1835912e-03 3.5158794e-03 4.1936464e-03 1.8275123e-03
  9.7752675e-02]
 [8.9052677e-01 2.1835912e-03 3.5158794e-03 4.1936464e-03 1.8275123e-03
  9.7752675e-02]
 [8.9052677e-01 2.1835912e-03 3.5158794e-03 4.1936464e-03 1.8275123e-03
  9.7752675e-02]]",414.42868,3.6105772e-05,"[[-0.36533013]
 [-0.29421195]
 [-0.29421195]
 [-0.29421195]]"
655,-21.0,0.6530793,0.0063293986,0,"[[1.0000000e+00 0.0000000e+00 0.0000000e+00 1.6208094e-37 0.0000000e+00
  1.8674437e-27]
 [8.9042145e-01 2.1988722e-03 3.5428687e-03 4.2624646e-03 1.8419221e-03
  9.7732402e-02]
 [8.9042145e-01 2.1988722e-03 3.5428687e-03 4.2624646e-03 1.8419221e-03
  9.7732402e-02]
 [8.9042145e-01 2.1988722e-03 3.5428687e-03 4.2624646e-03 1.8419221e-03
  9.7732402e-02]
 [8.9042145e-01 2.1988722e-03 3.5428687e-03 4.2624646e-03 1.8419221e-03
  9.7732402e-02]]",424.5097,3.6015597e-05,"[[-0.45129144]
 [-0.27649114]
 [-0.27649114]
 [-0.27649114]]"
660,-21.0,0.60561556,0.004918648,0,"[[1.0000000e+00 3.5519952e-30 5.3889006e-30 3.1750777e-27 1.0974825e-35
  2.5555417e-20]
 [8.4877574e-01 4.1881064e-03 6.3377894e-03 7.8809429e-03 3.5706603e-03
  1.2924677e-01]
 [9.3059450e-01 1.3984513e-03 2.1432736e-03 2.9126655e-03 9.3632302e-04
  6.2014844e-02]
 [9.7747475e-01 3.1857929e-04 4.8543364e-04 7.3997700e-04 1.5154040e-04
  2.0829827e-02]
 [8.9271206e-01 2.6590435e-03 4.0180986e-03 5.1631159e-03 2.0574273e-03
  9.3390279e-02]]",414.55603,3.5925652e-05,"[[-0.31045878]
 [-0.24376035]
 [-0.21724279]
 [-0.35807198]]"
665,-21.0,0.5529995,0.0070587522,0,"[[1.0000000e+00 1.0451231e-25 3.3572660e-25 1.0498118e-22 2.8812595e-30
  1.1733892e-16]
 [8.2390946e-01 5.0615654e-03 7.8218849e-03 9.9589853e-03 4.3900139e-03
  1.4885816e-01]
 [8.2390946e-01 5.0615654e-03 7.8218849e-03 9.9589853e-03 4.3900139e-03
  1.4885816e-01]
 [8.2390946e-01 5.0615654e-03 7.8218849e-03 9.9589853e-03 4.3900139e-03
  1.4885816e-01]
 [8.2390946e-01 5.0615654e-03 7.8218849e-03 9.9589853e-03 4.3900139e-03
  1.4885816e-01]]",401.41257,3.583593e-05,"[[-0.57904893]
 [-0.28184873]
 [-0.28184873]
 [-0.28184873]]"
670,-21.0,0.681687,0.0015294388,0,"[[1.00000000e+00 7.14045311e-19 8.26388174e-19 2.39658734e-16
  1.54405828e-22 4.20094688e-12]
 [7.74140775e-01 8.58587679e-03 1.21779907e-02 1.59971174e-02
  7.44254887e-03 1.81655675e-01]
 [7.74140775e-01 8.58587679e-03 1.21779907e-02 1.59971174e-02
  7.44254887e-03 1.81655675e-01]
 [7.74140775e-01 8.58587679e-03 1.21779907e-02 1.59971174e-02
  7.44254887e-03 1.81655675e-01]
 [8.69511724e-01 3.83002032e-03 5.49728004e-03 8.02322943e-03
  2.72096833e-03 1.10416844e-01]]",414.82245,3.5746434e-05,"[[-0.19614184]
 [-0.249011  ]
 [-0.249011  ]
 [-0.249011  ]]"
675,-21.0,0.6631102,0.005512645,0,"[[1.00000000e+00 1.42962168e-16 3.02768724e-16 1.08636846e-14
  1.86941125e-19 2.32307958e-11]
 [8.46276224e-01 7.27403164e-03 1.06884232e-02 1.25506967e-02
  6.42918935e-03 1.16781384e-01]
 [8.46276224e-01 7.27403164e-03 1.06884232e-02 1.25506967e-02
  6.42918935e-03 1.16781384e-01]
 [9.21287596e-01 2.99528730e-03 4.53777704e-03 5.72606456e-03
  2.17609713e-03 6.32772669e-02]
 [9.71357703e-01 8.39120534e-04 1.27998379e-03 1.80300442e-03
  4.47736034e-04 2.42723990e-02]]",419.6297,3.565716e-05,"[[-0.36036915]
 [-0.23294517]
 [-0.23294517]
 [-0.19739051]]"
680,-21.0,0.65374434,0.0061370693,0,"[[1.0000000e+00 1.4996114e-20 3.4002070e-20 1.2360493e-18 4.0000462e-24
  2.1662373e-14]
 [8.8431501e-01 4.6961829e-03 7.1608336e-03 7.9329759e-03 4.1260407e-03
  9.1768943e-02]
 [8.8431501e-01 4.6961829e-03 7.1608336e-03 7.9329759e-03 4.1260407e-03
  9.1768943e-02]
 [8.8431501e-01 4.6961829e-03 7.1608336e-03 7.9329759e-03 4.1260407e-03
  9.1768943e-02]
 [8.8431501e-01 4.6961829e-03 7.1608336e-03 7.9329759e-03 4.1260407e-03
  9.1768943e-02]]",425.11502,3.556811e-05,"[[-0.07474862]
 [-0.25246033]
 [-0.25246033]
 [-0.25246033]]"
685,-21.0,0.7134683,0.007926407,0,"[[1.00000000e+00 1.72527376e-18 2.17146160e-18 7.37966801e-17
  6.35268248e-22 1.56602606e-12]
 [8.67906749e-01 4.91733802e-03 7.27139646e-03 8.23799986e-03
  4.26627882e-03 1.07400261e-01]
 [9.42872882e-01 1.58071273e-03 2.37905001e-03 2.91720079e-03
  1.05600781e-03 4.91941646e-02]
 [9.85301554e-01 2.78308376e-04 4.10082081e-04 5.68644260e-04
  1.19964185e-04 1.33214947e-02]
 [9.85476434e-01 2.77986110e-04 4.06334584e-04 5.65281138e-04
  1.19789278e-04 1.31541714e-02]]",414.12958,3.547928e-05,"[[-0.04469328]
 [-0.2574446 ]
 [-0.2180486 ]
 [-0.36305338]]"
690,-21.0,0.63871187,0.00083401875,0,"[[1.0000000e+00 5.5211017e-20 5.7142289e-20 3.1050811e-18 6.1978040e-24
  7.9682029e-14]
 [8.6452937e-01 5.1721665e-03 7.5029419e-03 8.8863652e-03 4.3807821e-03
  1.0952832e-01]
 [8.6452937e-01 5.1721665e-03 7.5029419e-03 8.8863652e-03 4.3807821e-03
  1.0952832e-01]
 [8.6452937e-01 5.1721665e-03 7.5029419e-03 8.8863652e-03 4.3807821e-03
  1.0952832e-01]
 [8.6452937e-01 5.1721665e-03 7.5029419e-03 8.8863652e-03 4.3807821e-03
  1.0952832e-01]]",413.83856,3.5390673e-05,"[[-0.48422524]
 [-0.13290793]
 [-0.13290793]
 [-0.13290793]]"
695,-21.0,0.6054156,0.0043039536,0,"[[1.0000000e+00 4.3348100e-24 2.6748814e-24 3.2708417e-22 5.5023006e-29
  8.9170434e-17]
 [8.8453770e-01 3.8291425e-03 5.4754787e-03 6.8134982e-03 3.1280087e-03
  9.6216172e-02]
 [8.8453770e-01 3.8291425e-03 5.4754787e-03 6.8134982e-03 3.1280087e-03
  9.6216172e-02]
 [8.8453770e-01 3.8291425e-03 5.4754787e-03 6.8134982e-03 3.1280087e-03
  9.6216172e-02]
 [8.8453770e-01 3.8291425e-03 5.4754787e-03 6.8134982e-03 3.1280087e-03
  9.6216172e-02]]",404.92932,3.5302288e-05,"[[ 0.28940767]
 [-0.14845124]
 [-0.14845124]
 [-0.14845124]]"
700,-21.0,0.6434796,0.0075052213,0,"[[1.0000000e+00 1.1680637e-27 5.0131932e-28 6.2805993e-26 1.4851415e-33
  3.2737927e-19]
 [8.9944392e-01 2.6079428e-03 3.7923458e-03 4.6664872e-03 2.0903945e-03
  8.7398827e-02]
 [8.9944392e-01 2.6079428e-03 3.7923458e-03 4.6664872e-03 2.0903945e-03
  8.7398827e-02]
 [8.9944392e-01 2.6079428e-03 3.7923458e-03 4.6664872e-03 2.0903945e-03
  8.7398827e-02]
 [9.7966731e-01 3.2757974e-04 4.6190334e-04 6.4163335e-04 1.5147821e-04
  1.8750131e-02]]",405.5161,3.5214125e-05,"[[ 0.28141767]
 [-0.17985271]
 [-0.17985271]
 [-0.17985271]]"
705,-21.0,0.6302182,0.002960609,0,"[[1.0000000e+00 6.0452885e-28 5.0789276e-28 1.0553507e-26 1.2511204e-33
  8.1242520e-20]
 [9.2759746e-01 1.7276969e-03 2.5664009e-03 3.0291174e-03 1.3553756e-03
  6.3724026e-02]
 [9.2759746e-01 1.7276969e-03 2.5664009e-03 3.0291174e-03 1.3553756e-03
  6.3724026e-02]
 [9.2759746e-01 1.7276969e-03 2.5664009e-03 3.0291174e-03 1.3553756e-03
  6.3724026e-02]
 [9.8915535e-01 1.5642778e-04 2.3213548e-04 2.8786674e-04 6.6436987e-05
  1.0101775e-02]]",418.5472,3.512618e-05,"[[ 0.3467827 ]
 [-0.13461474]
 [-0.13461474]
 [-0.13461474]]"
710,-21.0,0.6317459,0.005706003,0,"[[1.0000000e+00 1.8030655e-24 1.8471200e-24 3.6271392e-23 2.7172569e-29
  6.1719440e-17]
 [9.1150808e-01 2.1238953e-03 3.0977353e-03 3.6991916e-03 1.6945843e-03
  7.7876538e-02]
 [9.0999126e-01 2.1875433e-03 3.1940436e-03 3.8032623e-03 1.7573850e-03
  7.9066344e-02]
 [9.0758729e-01 2.2888486e-03 3.3435924e-03 3.9685620e-03 1.8517348e-03
  8.0960058e-02]
 [9.0930837e-01 2.2223881e-03 3.2536420e-03 3.8687177e-03 1.7926299e-03
  7.9554163e-02]]",404.88293,3.5038454e-05,"[[-0.14785303]
 [-0.19651468]
 [-0.5400324 ]
 [-0.673544  ]]"
715,-21.0,0.676176,0.0041665346,0,"[[1.0000000e+00 2.4859778e-25 1.7010552e-25 2.1762980e-24 2.8710560e-30
  1.4981786e-17]
 [9.2777020e-01 1.6288923e-03 2.3245043e-03 2.7948956e-03 1.2876157e-03
  6.4193889e-02]
 [9.2777020e-01 1.6288923e-03 2.3245043e-03 2.7948956e-03 1.2876157e-03
  6.4193889e-02]
 [9.2777020e-01 1.6288923e-03 2.3245043e-03 2.7948956e-03 1.2876157e-03
  6.4193889e-02]
 [9.2777020e-01 1.6288923e-03 2.3245043e-03 2.7948956e-03 1.2876157e-03
  6.4193889e-02]]",420.17776,3.495095e-05,"[[-0.24220958]
 [-0.1965147 ]
 [-0.1965147 ]
 [-0.1965147 ]]"
